,Forecast,Forecast_added
2019-04-01 00:00:00+03:00,1.5675191643962465,29.857519164396244
2019-04-01 01:00:00+03:00,4.648100476789596,32.93810047678959
2019-04-01 02:00:00+03:00,6.170381119864342,25.16038111986434
2019-04-01 03:00:00+03:00,2.5572628195008296,21.54726281950083
2019-04-01 04:00:00+03:00,-2.1366387392891464,16.85336126071085
2019-04-01 05:00:00+03:00,-0.7147727668009558,18.275227233199043
2019-04-01 06:00:00+03:00,12.428824163259353,31.41882416325935
2019-04-01 07:00:00+03:00,28.28597340905654,38.41597340905654
2019-04-01 08:00:00+03:00,43.641302226597105,44.431302226597104
2019-04-01 09:00:00+03:00,44.127662890720984,47.297662890720986
2019-04-01 10:00:00+03:00,28.353039911269043,47.343039911269045
2019-04-01 11:00:00+03:00,25.442270339400306,44.432270339400304
2019-04-01 12:00:00+03:00,20.291416663661284,39.28141666366128
2019-04-01 13:00:00+03:00,19.48979235706153,38.47979235706153
2019-04-01 14:00:00+03:00,25.80698890468462,41.63698890468462
2019-04-01 15:00:00+03:00,24.219458867683542,32.12945886768354
2019-04-01 16:00:00+03:00,30.113513152765606,33.28351315276561
2019-04-01 17:00:00+03:00,19.141524045171096,38.13152404517109
2019-04-01 18:00:00+03:00,17.121049460869628,42.76104946086963
2019-04-01 19:00:00+03:00,1.1034539595268167,48.763453959526814
2019-04-01 20:00:00+03:00,0.33084224315234223,48.41084224315234
2019-04-01 21:00:00+03:00,-0.023159538063164734,47.75684046193684
2019-04-01 22:00:00+03:00,0.2602157806487633,47.85021578064877
2019-04-01 23:00:00+03:00,3.335950322896804,41.635950322896804
2019-04-02 00:00:00+03:00,2.2036079339735295,25.943607933973528
2019-04-02 01:00:00+03:00,22.01274141243107,34.672741412431066
2019-04-02 02:00:00+03:00,0.21347794924338492,34.023477949243386
2019-04-02 03:00:00+03:00,-4.797062659039807,22.102937340960192
2019-04-02 04:00:00+03:00,0.11126310765549355,27.01126310765549
2019-04-02 05:00:00+03:00,5.070196702086226,31.980196702086225
2019-04-02 06:00:00+03:00,-5.093627552748279,37.636372447251716
2019-04-02 07:00:00+03:00,-4.812349145258048,42.827650854741954
2019-04-02 08:00:00+03:00,-2.273843784857755,46.56615621514225
2019-04-02 09:00:00+03:00,-1.1425837740983005,47.7774162259017
2019-04-02 10:00:00+03:00,-2.8888495993422447,45.84115040065775
2019-04-02 11:00:00+03:00,-3.7590196952950556,44.84098030470494
2019-04-02 12:00:00+03:00,-4.162453730470356,41.25754626952965
2019-04-02 13:00:00+03:00,-3.456192936719489,41.96380706328051
2019-04-02 14:00:00+03:00,-1.5288405591328937,44.221159440867105
2019-04-02 15:00:00+03:00,0.8761313360871318,43.59613133608713
2019-04-02 16:00:00+03:00,-2.1351825613647555,42.174817438635245
2019-04-02 17:00:00+03:00,-1.038976134268539,44.71102386573146
2019-04-02 18:00:00+03:00,-0.0848742603513322,45.665125739648666
2019-04-02 19:00:00+03:00,0.19492550850304943,48.36492550850305
2019-04-02 20:00:00+03:00,0.41535724994911266,48.60535724994911
2019-04-02 21:00:00+03:00,-0.5216551171888711,47.16834488281113
2019-04-02 22:00:00+03:00,1.5351594690979757,47.28515946909798
2019-04-02 23:00:00+03:00,-4.142896138253193,41.27710386174681
2019-04-03 00:00:00+03:00,0.7181635493981661,40.998163549398164
2019-04-03 01:00:00+03:00,-9.776995855108616,35.973004144891384
2019-04-03 02:00:00+03:00,-7.886140510153565,37.86385948984643
2019-04-03 03:00:00+03:00,-8.129114028147136,29.540885971852866
2019-04-03 04:00:00+03:00,-3.7232432872409604,27.926756712759037
2019-04-03 05:00:00+03:00,-4.516782717551296,35.76321728244871
2019-04-03 06:00:00+03:00,-0.8553351433197078,39.424664856680295
2019-04-03 07:00:00+03:00,0.3940877525599222,43.554087752559916
2019-04-03 08:00:00+03:00,-2.7110519983878625,46.00894800161214
2019-04-03 09:00:00+03:00,-2.1528234026546476,46.617176597345356
2019-04-03 10:00:00+03:00,-1.537756456105825,46.69224354389417
2019-04-03 11:00:00+03:00,-2.4557134388493482,45.44428656115065
2019-04-03 12:00:00+03:00,0.6120439159880942,40.8920439159881
2019-04-03 13:00:00+03:00,3.0425546654655835,34.69255466546558
2019-04-03 14:00:00+03:00,1.377476766790859,42.527476766790855
2019-04-03 15:00:00+03:00,2.3535515751224345,42.63355157512244
2019-04-03 16:00:00+03:00,4.088641864409645,44.03864186440965
2019-04-03 17:00:00+03:00,0.9830654749132354,44.14306547491323
2019-04-03 18:00:00+03:00,-13.431580719499804,32.318419280500194
2019-04-03 19:00:00+03:00,-0.2724092035552542,47.99759079644475
2019-04-03 20:00:00+03:00,0.6853504325638847,49.055350432563884
2019-04-03 21:00:00+03:00,0.09137498755903582,47.881374987559035
2019-04-03 22:00:00+03:00,-1.4962276312921436,45.35377236870786
2019-04-03 23:00:00+03:00,0.6301153922631634,40.190115392263166
2019-04-04 00:00:00+03:00,5.64324113252977,33.143241132529766
2019-04-04 01:00:00+03:00,-7.976233004107213,34.94376699589279
2019-04-04 02:00:00+03:00,-7.5999049613866045,35.960095038613396
2019-04-04 03:00:00+03:00,-0.29175556626798965,26.73824443373201
2019-04-04 04:00:00+03:00,-10.194896745231025,26.365103254768975
2019-04-04 05:00:00+03:00,-11.635907798797486,34.14409220120251
2019-04-04 06:00:00+03:00,-5.395554853879889,40.384445146120115
2019-04-04 07:00:00+03:00,-2.017816081581876,39.31218391841812
2019-04-04 08:00:00+03:00,-1.746170732835662,46.613829267164334
2019-04-04 09:00:00+03:00,-0.012741560859884768,48.50725843914012
